,brand_name,shirt_name,price,percentageoff,flipkart_assured,deal
816,Jump Cuts,"Men Printed Hooded Neck Cotton Blend Black, Red T-Shirt",₹371,79% off,,
817,CAMPUS SUTRA,Men Colorblock Polo Neck Polycotton Multicolor T-Shirt,₹594,65% off,,Hot Deal
818,BELACHY,Men Printed Henley Neck Polyester Blue T-Shirt,₹243,81% off,,Hot Deal
819,CAMPUS SUTRA,Men Solid Polo Neck Nylon Multicolor T-Shirt,₹749,50% off,,"Buy 2 items, save extra 5%"
820,HIGHLANDER,Men Solid Polo Neck Cotton Blend Purple T-Shirt,₹283,79% off,,Hot Deal
821,AVA Fashion,Men Printed Round Neck Cotton Blend Black T-Shirt,₹205,81% off,,Hot Deal
822,Cool Plus,Men Printed Round Neck Cotton Blend Black T-Shirt,₹319,68% off,,Hot Deal
823,Force,Men Regular Fit Self Design Casual Shirt,₹261,86% off,,
824,EyeBogler,Men Printed Round Neck Cotton Blend White T-Shirt,₹248,80% off,,
825,FTX,Men Printed Hooded Neck Polyester Navy Blue T-Shirt,₹162,76% off,,
826,METRONAUT,Men Regular Fit Printed Spread Collar Casual Shirt,₹299,80% off,,Hot Deal
827,CAMPUS SUTRA,Men Solid Polo Neck Polyester Green T-Shirt,₹469,53% off,,Hot Deal
828,RED CLOVER,Men Printed Hooded Neck Pure Cotton Black T-Shirt,₹227,88% off,,Hot Deal
829,SANBROS,Men Regular Fit Printed Spread Collar Casual Shirt,₹351,72% off,,
830,Jump Cuts,"Men Printed V Neck Cotton Blend Beige, Black T-Shirt",₹278,81% off,,
831,THREEMINDS,"Men Printed Round Neck Cotton Blend Black, Multicolor T...",₹216,78% off,,Hot Deal
832,SCOTT FINCHER,Men Graphic Print Round Neck Cotton Blend Beige T-Shirt,₹303,81% off,,Hot Deal
833,Kook N Keech,Men Solid Round Neck Pure Cotton White T-Shirt,₹252,74% off,,Hot Deal
834,Valveera,Men Regular Fit Self Design Casual Shirt,₹315,78% off,,Hot Deal
835,BEEFITS,Men Washed/Ombre Crew Neck Pure Cotton Blue T-Shirt,₹199,Currently unavailable,,Hot Deal
836,deslizar,"Men Printed, Typography Round Neck Cotton Blend Black T...",₹225,77% off,,Hot Deal
837,Veirdo,Oversized Men Solid Round Neck Pure Cotton Brown T-Shir...,₹379,65% off,,Hot Deal
838,Progo,Men Printed Round Neck Pure Cotton Brown T-Shirt,₹227,77% off,,
839,Relva,Oversized Men Printed Round Neck Cotton Blend Black T-S...,₹358,72% off,,
840,Voroxy,Men Regular Fit Striped Lapel Collar Casual Shirt,₹288,85% off,,
841,Jump Cuts,Men Typography Round Neck Cotton Blend Beige T-Shirt,₹216,85% off,,Hot Deal
842,COMBRAIDED,Men Regular Fit Self Design Casual Shirt,₹208,89% off,,Hot Deal
843,BQF,Men Printed Round Neck Cotton Blend Black T-Shirt,₹246,75% off,,Hot Deal
844,Leotude,Men Printed Round Neck Cotton Blend Black T-Shirt,₹299,72% off,,Hot Deal
845,Snitch,Men Relaxed Fit Fit Solid Spread Collar Casual Shirt,₹999,50% off,,"Buy 2 items, save extra 5%"
846,NB NICKY BOY,Men Printed Round Neck Cotton Blend Grey T-Shirt,₹135,79% off,,Hot Deal
847,Voroxy,Men Regular Fit Solid Spread Collar Casual Shirt,₹258,87% off,,Hot Deal
848,hkCreation,Men Typography Round Neck Cotton Blend Black T-Shirt,₹333,58% off,,Hot Deal
849,The Souled Store,Men Graphic Print Round Neck Pure Cotton Purple T-Shirt,₹599,40% off,,Hot Deal
850,Instafab Plus,Men Regular Fit Self Design Spread Collar Casual Shirt,₹749,70% off,,"Buy 2 items, save extra 5%"
851,Manlino,Men Graphic Print Round Neck Cotton Blend Black T-Shirt,₹244,77% off,,
852,Garmix,"Men Printed, Graphic Print Round Neck Cotton Blend Navy...",₹179,89% off,,Hot Deal
853,TECHNOSPORT,Men Sporty Crew Neck Polyester Green T-Shirt,₹342,10% off,,Hot Deal
854,PVS TREND,Men Printed Round Neck Cotton Blend Black T-Shirt,₹203,79% off,,
855,HIGHLANDER,Men Graphic Print Round Neck Cotton Blend Black T-Shirt,₹314,82% off,,Hot Deal
856,Veirdo,Oversize Men Printed Round Neck Pure Cotton Beige T-Shi...,₹399,66% off,,Hot Deal
857,Jai Textiles,Men Slim Fit Checkered Spread Collar Casual Shirt,₹358,81% off,,
858,Jump Cuts,Men Solid Round Neck Cotton Blend Dark Blue T-Shirt,₹220,87% off,,Hot Deal
859,CAMPUS SUTRA,Men Regular Fit Solid Spread Collar Casual Shirt,₹569,70% off,,Hot Deal
860,Wearit,Men Solid Round Neck Cotton Blend Grey T-Shirt,₹178,87% off,,Hot Deal
861,Voroxy,Men Regular Fit Solid Spread Collar Casual Shirt,₹258,87% off,,Hot Deal
862,Veirdo,Oversized Men Solid Round Neck Pure Cotton Beige T-Shir...,₹379,65% off,,Hot Deal
863,Try This,"Men Checkered Zip Neck Cotton Blend Pink, Silver T-Shir...",₹275,72% off,,
864,JUST ROAR,Men Printed Round Neck Cotton Blend Black T-Shirt,₹278,74% off,,
865,The Indian Garage Co.,Men Slim Fit Solid Cut Away Collar Casual Shirt,₹545,74% off,,Hot Deal
866,KETCH,Men Slim Fit Printed Cut Away Collar Casual Shirt,₹162,87% off,,Hot Deal
867,Voroxy,Men Regular Fit Solid Spread Collar Casual Shirt,₹258,87% off,,Hot Deal
868,goodsign,Men Printed Round Neck Cotton Blend Black T-Shirt,₹381,61% off,,Hot Deal
869,MANIAC,"Men Typography Round Neck Pure Cotton Beige, Black T-Sh...",₹430,74% off,,Hot Deal
870,ZORI,"Men Typography, Graphic Print Round Neck Polyester Whit...",₹178,70% off,,Hot Deal
871,Glitchez,Men Printed Hooded Neck Cotton Blend Black T-Shirt,₹158,82% off,,Hot Deal
872,Madilyn,Men Printed Round Neck Polycotton Purple T-Shirt,₹127,89% off,,Hot Deal
873,Force,Men Printed Round Neck Cotton Blend Black T-Shirt,₹215,89% off,,Hot Deal
874,U TURN,Men Slim Fit Checkered Spread Collar Casual Shirt,₹348,81% off,,
875,VELLOSTA,Men Regular Fit Self Design Spread Collar Casual Shirt,₹303,79% off,,Hot Deal
876,Voroxy,Men Regular Fit Printed Spread Collar Casual Shirt,₹207,86% off,,
877,EyeBogler,Men Oversized Fit Solid Hood Collar Casual Shirt,₹383,84% off,,
878,BQF,Men Printed Round Neck Cotton Blend Black T-Shirt,₹246,75% off,,Hot Deal
879,DEARISE,Men Regular Fit Self Design Mandarin Collar Casual Shir...,₹335,83% off,,Hot Deal
880,BQF,Men Printed Round Neck Cotton Blend Black T-Shirt,₹246,75% off,,Hot Deal
881,DEARISE,Men Regular Fit Self Design Mandarin Collar Casual Shir...,₹335,83% off,,Hot Deal
882,CAMPUS SUTRA,Men Oversized Fit Solid Spread Collar Casual Shirt,₹399,80% off,,Hot Deal
883,PVS TREND,Men Printed Round Neck Cotton Blend Black T-Shirt,₹203,79% off,,
884,The Souled Store,Men Printed Round Neck Pure Cotton Grey T-Shirt,₹949,5% off,,"Buy 2 items, save extra 5%"
885,ZORI,"Men Typography, Graphic Print Round Neck Polyester Whit...",₹178,70% off,,Hot Deal
886,Jump Cuts,Men Self Design Round Neck Polyester White T-Shirt,₹217,81% off,,
887,Leotude,Men Printed Round Neck Cotton Blend Green T-Shirt,₹299,72% off,,Hot Deal
888,The Souled Store,Men Cartoon Round Neck Pure Cotton Brown T-Shirt,₹849,39% off,,Hot Deal
889,Magneto,Men Printed Round Neck Pure Cotton Navy Blue T-Shirt,₹268,79% off,,Hot Deal
890,THREEMINDS,"Men Printed, Typography Round Neck Cotton Blend Black T...",₹208,79% off,,Hot Deal
891,PVS TREND,Men Printed Round Neck Cotton Blend Black T-Shirt,₹203,79% off,,
892,Veirdo,Oversize Men Printed Round Neck Pure Cotton Beige T-Shi...,₹399,66% off,,Hot Deal
893,THE BEAR HOUSE,Men Regular Fit Checkered Spread Collar Casual Shirt,₹666,71% off,,Hot Deal
894,CAMPUS SUTRA,Men Regular Fit Checkered Spread Collar Casual Shirt,₹702,63% off,,Hot Deal
895,sti,Men Regular Fit Self Design Mandarin Collar Casual Shir...,₹178,Currently unavailable,,Hot Deal
896,Jump Cuts,"Men Printed Hooded Neck Cotton Blend Black, Red T-Shirt",₹402,77% off,,Hot Deal
897,The Souled Store,"Men Printed, Typography Round Neck Pure Cotton Purple T...",₹599,45% off,,Hot Deal
898,ON TREND,Men Printed Round Neck Polyester Black T-Shirt,₹205,77% off,,Hot Deal
899,Voroxy,Men Regular Fit Solid Spread Collar Casual Shirt,₹258,87% off,,Hot Deal
900,Veirdo,"Oversized Men Printed, Typography Round Neck Pure Cotto...",₹399,66% off,,Hot Deal
901,CAMPUS SUTRA,Men Solid Polo Neck Polycotton Multicolor T-Shirt,₹524,65% off,,Hot Deal
902,THALASI,Men Graphic Print Crew Neck Cotton Blend White T-Shirt,₹408,72% off,,
903,youngcash,Men Solid Round Neck Cotton Blend Black T-Shirt,₹340,65% off,,
904,CAMPUS SUTRA,Men Regular Fit Solid Spread Collar Casual Shirt,₹379,80% off,,Hot Deal
905,Veirdo,Oversized Puff Print Men Printed Round Neck Pure Cotton...,₹399,66% off,,Hot Deal
906,RetroTees,Men Printed Round Neck Cotton Blend Beige T-Shirt,₹225,87% off,,
907,Jump Cuts,Men Printed Round Neck Cotton Blend Dark Blue T-Shirt,₹220,87% off,,Hot Deal
908,Conway,"Men Printed, Typography Round Neck Cotton Blend Grey T-...",₹172,73% off,,Hot Deal
909,EyeBogler,Men Colorblock High Neck Cotton Blend Navy Blue T-Shirt,₹246,81% off,,Hot Deal
910,Cool Plus,"Men Printed, Graphic Print Round Neck Cotton Blend Blac...",₹275,72% off,,Hot Deal
911,Veirdo,Oversize Men Typography Round Neck Pure Cotton Dark Blu...,₹399,66% off,,Hot Deal
912,PVS TREND,Men Graphic Print Round Neck Pure Cotton White T-Shirt,₹203,89% off,,Hot Deal
913,fitoda fashion,"Men Regular, Super Slim Fit Self Design Ribbed Collar C...",₹225,84% off,,
914,Jump Cuts,"Men Printed Round Neck Cotton Blend Green, Black T-Shir...",₹222,84% off,,Hot Deal
915,Pronk,Men Printed Round Neck Pure Cotton Black T-Shirt,₹472,68% off,,Hot Deal
916,DRIPIN,Men Printed Crew Neck Polycotton Black T-Shirt,₹400,59% off,,
917,Cool Plus,Men Printed Round Neck Cotton Blend Black T-Shirt,₹313,68% off,,Hot Deal
918,Jump Cuts,"Men Printed Polo Neck Cotton Blend Beige, Black T-Shirt",₹330,78% off,,
919,LGR FASHION,Men Printed Round Neck Cotton Blend Red T-Shirt,₹215,88% off,,Hot Deal
920,ON TREND,Men Printed Round Neck Polyester Black T-Shirt,₹178,80% off,,Hot Deal
921,BEWAKOOF,Venom Men Graphic Print Round Neck Pure Cotton Black T-...,₹699,61% off,,"Buy 2 items, save extra 5%"
922,Try This,Men Colorblock Zip Neck Cotton Blend Beige T-Shirt,₹278,72% off,,Hot Deal
923,Dattebayo,"Men Self Design Polo Neck Cotton Blend White, Black T-S...",₹360,63% off,,
924,Tanip,Men Regular Fit Solid Spread Collar Casual Shirt,₹356,74% off,,Hot Deal
925,Leotude,Men Printed Round Neck Cotton Blend Green T-Shirt,₹295,73% off,,Hot Deal
926,MANIAC,Men Solid Round Neck Pure Cotton Black T-Shirt,₹322,86% off,,Hot Deal
927,Magneto,Men Printed Round Neck Pure Cotton White T-Shirt,₹278,72% off,,Hot Deal
928,Leotude,Men Tie & Dye Round Neck Cotton Blend Grey T-Shirt,₹299,72% off,,
929,Force,Men Graphic Print Round Neck Polyester Purple T-Shirt,₹220,88% off,,Hot Deal
930,Garmix,"Men Printed, Graphic Print Round Neck Cotton Blend Blac...",₹215,87% off,,
931,HIGHLANDER,Men Slim Fit Self Design Cut Away Collar Casual Shirt,₹540,79% off,,Hot Deal
932,Manlino,Men Printed Round Neck Cotton Blend Black T-Shirt,₹244,77% off,,Hot Deal
933,Smosh,Men Printed Round Neck Cotton Blend Black T-Shirt,₹230,88% off,,Hot Deal
934,HIGHLANDER,Men Relaxed Fit Fit Self Design Cut Away Collar Casual ...,₹650,79% off,,Hot Deal
935,THALASI,Men Printed Round Neck Cotton Blend Green T-Shirt,₹319,73% off,,Hot Deal
936,BQF,Men Printed Round Neck Cotton Blend Black T-Shirt,₹246,75% off,,Hot Deal
937,PD TRENDS,Men Graphic Print Round Neck Pure Cotton Black T-Shirt,₹459,69% off,,
938,BEWAKOOF,Oversized Men Graphic Print Round Neck Pure Cotton Whit...,₹649,50% off,,Hot Deal
939,Khushi Creation,Men Regular Fit Self Design Spread Collar Casual Shirt,₹322,53% off,,
940,The Souled Store,Men Embroidered Polo Neck Cotton Blend White T-Shirt,₹849,46% off,,Hot Deal
941,Jump Cuts,Men Typography Polo Neck Cotton Blend Blue T-Shirt,₹346,82% off,,Hot Deal
942,Cool Plus,Men Printed Round Neck Cotton Blend Pink T-Shirt,₹365,63% off,,
943,BQF,Men Printed Round Neck Cotton Blend Black T-Shirt,₹246,75% off,,Hot Deal
944,Veirdo,Oversized Men Printed Round Neck Pure Cotton Brown T-Sh...,₹399,66% off,,Hot Deal
945,ORIGINAL CREATOR,Men Printed Round Neck Pure Cotton White T-Shirt,₹235,84% off,,Hot Deal
946,FTX,Men Solid Polo Neck Polyester Dark Blue T-Shirt,₹256,74% off,,Hot Deal
947,SCOTT FINCHER,Men Printed Round Neck Cotton Blend Black T-Shirt,₹248,77% off,,Hot Deal
948,CAMPUS SUTRA,Men Self Design Polo Neck Polycotton Brown T-Shirt,₹764,55% off,,"Buy 2 items, save extra 5%"
949,Veirdo,Oversized Men Solid Round Neck Pure Cotton Pink T-Shirt,₹399,63% off,,"Buy 2 items, save extra 5%"
950,Cool Plus,Men Graphic Print Round Neck Cotton Blend Blue T-Shirt,₹306,69% off,,Hot Deal
951,Garmin,Men Printed Round Neck Pure Cotton Black T-Shirt,₹240,81% off,,
952,Voroxy,Men Regular Fit Solid Spread Collar Casual Shirt,₹258,87% off,,Hot Deal
953,Voroxy,Men Regular Fit Printed Spread Collar Casual Shirt,₹207,86% off,,
954,Veirdo,Oversized Men Printed Round Neck Pure Cotton Black T-Sh...,₹399,66% off,,Hot Deal
955,Macknit,Men Printed Round Neck Cotton Blend Black T-Shirt,₹238,88% off,,
956,MEG,Men Printed Round Neck Cotton Blend Maroon T-Shirt,₹302,69% off,,
957,CAMPUS SUTRA,Men Regular Fit Solid Spread Collar Casual Shirt,₹474,75% off,,Hot Deal
958,FOXTER,Men Regular Fit Solid Spread Collar Casual Shirt,₹320,78% off,,
959,The Souled Store,Men Printed Round Neck Pure Cotton White T-Shirt,₹599,42% off,,Hot Deal
960,jibber jabber,"Men Graphic Print, Sporty Round Neck Cotton Blend Black...",₹316,84% off,,Hot Deal
961,Bullmer,Men Striped Polo Neck Cotton Blend Purple T-Shirt,₹433,78% off,,Hot Deal
962,EyeBogler,Men Colorblock High Neck Cotton Blend Maroon T-Shirt,₹246,81% off,,Hot Deal
963,CLOFLIX,Men Printed Round Neck Cotton Blend Black T-Shirt,₹227,77% off,,Hot Deal
964,Roadster,Men Graphic Print Round Neck Cotton Blend White T-Shirt,₹287,Currently unavailable,,Hot Deal
965,EyeBogler,Men Colorblock High Neck Cotton Blend Blue T-Shirt,₹252,80% off,,Hot Deal
966,Instafab Plus,Men Solid Polo Neck Polycotton Pink T-Shirt,₹439,80% off,,Hot Deal
967,Jai Textiles,Men Slim Fit Checkered Spread Collar Casual Shirt,₹381,79% off,,
968,TRIPR,"Men Printed Polo Neck Cotton Blend Black, White T-Shirt",₹293,70% off,,Hot Deal
969,BUKKL,Men Printed Round Neck Pure Cotton Black T-Shirt,₹296,85% off,,
970,SHABIB,Men Graphic Print Round Neck Cotton Blend White T-Shirt,₹358,64% off,,
971,BUKKL,Men Printed Round Neck Pure Cotton Black T-Shirt,₹283,85% off,,Hot Deal
972,YUVAA TRENDZ,Men Printed Round Neck Polyester Black T-Shirt,₹153,78% off,,
973,Kushi flyer,"Men Graphic Print, Printed Round Neck Cotton Blend Whit...",₹175,82% off,,Hot Deal
974,CAMPUS SUTRA,Men Solid Polo Neck Polycotton Brown T-Shirt,₹339,80% off,,Hot Deal
975,HKV FASHION,Men Regular Fit Striped Spread Collar Casual Shirt,₹260,86% off,,Hot Deal
976,MEG,Men Typography Round Neck Cotton Blend Multicolor T-Shi...,₹302,69% off,,Hot Deal
977,Garmix,Men Solid Round Neck Cotton Blend Maroon T-Shirt,₹179,91% off,,
978,EBRANDLADY TRENDZ,Men Regular Fit Self Design Cut Away Collar Casual Shir...,₹344,56% off,,Hot Deal
979,Webric,Men Comfort Fit Fit Self Design Spread Collar Casual Sh...,₹275,78% off,,Hot Deal
980,Kushi flyer,Men Printed Round Neck Cotton Blend White T-Shirt,₹189,81% off,,Hot Deal
981,Kook N Keech,"Men Printed, Typography Round Neck Pure Cotton Black T-...",₹262,76% off,,Hot Deal
982,Voroxy,Men Regular Fit Striped Lapel Collar Casual Shirt,₹288,85% off,,
983,Garmin,Men Printed Round Neck Pure Cotton Black T-Shirt,₹240,81% off,,
984,COMBRAIDED,Men Slim Fit Solid Cut Away Collar Casual Shirt,₹205,86% off,,Hot Deal
985,Leotude,Men Printed Round Neck Cotton Blend Yellow T-Shirt,₹299,72% off,,Hot Deal
986,TripBroz,Men Solid Round Neck Cotton Blend Red T-Shirt,₹228,84% off,,
987,Voroxy,Men Regular Fit Self Design Lapel Collar Casual Shirt,₹258,87% off,,
988,EyeBogler,"Men Colorblock High Neck Cotton Blend Black, Grey T-Shi...",₹272,79% off,,Hot Deal
989,EVIQE,Men Regular Fit Solid Spread Collar Casual Shirt,₹305,84% off,,
990,Veirdo,"Oversized Men Printed, Typography Round Neck Pure Cotto...",₹399,60% off,,"Buy 2 items, save extra 5%"
991,MAX,Men Printed Round Neck Pure Cotton Green T-Shirt,₹224,10% off,,Hot Deal
992,Double One,Men Regular Fit Solid Casual Shirt,₹561,71% off,,Hot Deal
993,MEG,Men Graphic Print Round Neck Cotton Blend Purple T-Shir...,₹338,66% off,,
994,Manlino,Men Graphic Print Round Neck Cotton Blend Black T-Shirt,₹244,77% off,,
995,U TURN,Men Slim Fit Striped Spread Collar Casual Shirt,₹360,81% off,,
996,The Souled Store,Men Graphic Print Round Neck Pure Cotton Navy Blue T-Sh...,₹649,67% off,,Hot Deal
997,INDICLUB,Men Regular Fit Self Design Spread Collar Casual Shirt,₹178,82% off,,Hot Deal
998,JACKBELLA,Men Regular Fit Self Design Casual Shirt,₹278,81% off,,Hot Deal
999,Surhi,Men Oversized Fit Printed Spread Collar Casual Shirt,₹222,88% off,,Hot Deal
